Username,Rank,CurrConSolved,time_taken,total_fail,ContestCnt,Total_solved,CurrRating,rating_jump,Reputation,active_days,rule_score,lof_normalized,final_score,suspicious,rating_bucket,triggered_rules
telestra_07,2422,3,1809,1,3,199,1705,133,0,14,3.0,0.168755886131675,3.168755886131675,True,C (1600-1800),Near-zero active time with high score
minus-1,2751,3,3889,2,3,420,1787,130,0,28,3.0,0.16844534757096047,3.1684453475709606,True,C (1600-1800),Near-zero active time with high score
Roshini_Rai,6866,3,4564,0,1,22,1588,-1,0,0,3.0,0.16776963139546766,3.1677696313954677,True,D (<1600),Near-zero active time with high score
Rishikapod30,1451,3,1814,1,7,304,1841,311,0,28,3.0,0.16567544502675255,3.1656754450267526,True,B (1800-2000),Near-zero active time with high score
kurokuchi,4523,3,6120,5,4,152,1711,123,0,14,3.0,0.1655834411607324,3.165583441160732,True,C (1600-1800),Near-zero active time with high score
Sujal1023,7237,3,4891,6,3,151,1530,52,0,8,3.0,0.16472728889734495,3.164727288897345,True,D (<1600),Near-zero active time with high score
Conquerors,8060,3,5621,3,3,183,1548,53,0,14,3.0,0.1645982110301435,3.1645982110301434,True,D (<1600),Near-zero active time with high score
5C5489S0l7,8240,3,5872,2,7,12,1495,50,0,36,3.0,0.16425924082565418,3.164259240825654,True,D (<1600),Near-zero active time with high score
rishireddyleet,3496,3,5461,4,4,71,1702,265,0,22,3.0,0.16365825265025194,3.163658252650252,True,C (1600-1800),Near-zero active time with high score
Chauhan_Satyam,1132,4,5274,4,2,52,1643,-80,0,6,3.0,0.1618053874189455,3.1618053874189456,True,C (1600-1800),Near-zero active time with high score
ZsRtzxDI3X,769,4,4636,5,1,258,1748,-1,0,0,3.0,0.15982090516099742,3.1598209051609976,True,C (1600-1800),Near-zero active time with high score
im_seenu__,4142,3,6501,5,6,501,2104,564,0,22,3.0,0.15981140112833148,3.1598114011283314,True,A (2000-2200),Near-zero active time with high score
vulinhnopro2704,4034,3,6259,3,2,75,1730,191,0,21,3.0,0.1593494478557921,3.159349447855792,True,C (1600-1800),Near-zero active time with high score
imutkarshraj,3179,3,5104,2,1,459,1723,77,0,0,3.0,0.15783634270152935,3.1578363427015295,True,C (1600-1800),Near-zero active time with high score
jwizzle,7626,3,5214,0,2,95,1891,-23,0,7,3.0,0.15723345328774294,3.157233453287743,True,B (1800-2000),Near-zero active time with high score
s1mplehersh,2983,3,4853,0,3,505,2298,641,0,21,3.0,0.15533527767232347,3.1553352776723234,True,S (2200+),Near-zero active time with high score
dhruv_jani_0808,2207,3,3231,3,5,596,1801,129,516,35,3.0,0.15462427628703446,3.1546242762870342,True,B (1800-2000),Near-zero active time with high score
74OVxXCwcT,8096,3,5651,1,1,4,1573,-1,0,0,3.0,0.15254134640301203,3.152541346403012,True,D (<1600),Near-zero active time with high score
hr604,1711,3,936,0,4,151,1768,270,0,42,3.0,0.15029799706941419,3.1502979970694143,True,C (1600-1800),Near-zero active time with high score
_Rishabh_k,8023,3,5577,1,3,319,1492,1,0,14,3.0,0.1500378463494903,3.1500378463494902,True,D (<1600),Near-zero active time with high score
thejainchirag,1372,3,1392,0,4,380,1750,251,0,21,3.0,0.14920159130095967,3.14920159130096,True,C (1600-1800),Near-zero active time with high score
pavithraNagineni,2423,3,3480,0,3,579,1599,90,0,21,3.0,0.14834757360949602,3.148347573609496,True,D (<1600),Near-zero active time with high score
kanagapandi_p,5689,3,3760,0,2,7,1592,71,0,21,3.0,0.14813705888124937,3.1481370588812494,True,D (<1600),Near-zero active time with high score
profraj,389,4,3342,3,2,96,1843,170,0,7,3.0,0.1478721979609623,3.1478721979609623,True,B (1800-2000),Near-zero active time with high score
ParthSamarth,1890,3,2747,1,7,100,1806,334,0,28,3.0,0.14722409872770542,3.1472240987277056,True,B (1800-2000),Near-zero active time with high score
sagar_paul18,5154,2,5598,3,1,32,1613,0,0,0,3.0,0.14682290127916114,3.1468229012791613,True,C (1600-1800),Zero rating jump high rating
meguhine,287,4,2885,2,3,173,2021,231,0,28,3.0,0.1461513355357196,3.14615133553572,True,A (2000-2200),Near-zero active time with high score
khushiGiri009,2782,3,2083,0,3,317,1572,132,0,49,3.0,0.14507937687901307,3.1450793768790133,True,D (<1600),Near-zero active time with high score
paliwal_harita,2398,3,3448,3,6,316,1860,293,0,35,3.0,0.14446612145300872,3.1444661214530085,True,B (1800-2000),Near-zero active time with high score
skyhawk0105,4432,3,3056,3,4,144,1586,76,0,21,3.0,0.14390784813716587,3.143907848137166,True,D (<1600),Near-zero active time with high score
Profesor002,2918,3,4777,4,2,414,1732,199,0,8,3.0,0.14368257171244392,3.1436825717124437,True,C (1600-1800),Near-zero active time with high score
dsn3399,3024,3,2236,1,4,185,1697,173,0,42,3.0,0.14326099234592848,3.1432609923459287,True,C (1600-1800),Near-zero active time with high score
Koushik21_12,8036,3,5592,1,7,37,1516,40,0,42,3.0,0.14299348051055805,3.142993480510558,True,D (<1600),Near-zero active time with high score
JAYAVEL_M,4834,3,3270,1,3,122,1486,72,0,42,3.0,0.1424169262721857,3.1424169262721855,True,D (<1600),Near-zero active time with high score
subashinisuba245,9107,2,5096,5,1,241,1563,0,0,0,3.0,0.14234639443047126,3.1423463944304713,True,D (<1600),Zero rating jump high rating
Kazuto_05,1343,3,1563,0,2,90,1717,74,0,8,3.0,0.1416991885149117,3.1416991885149117,True,C (1600-1800),Near-zero active time with high score
RaushanKr_Singh_2004,1380,3,1463,0,7,667,1975,294,0,28,3.0,0.14123323535525115,3.141233235355251,True,B (1800-2000),Near-zero active time with high score
bharath___codes,4349,3,7550,10,3,97,1700,286,0,42,3.0,0.14085522769439732,3.1408552276943973,True,C (1600-1800),Near-zero active time with high score
sribathrinathan123,4902,2,986,1,9,24,1564,39,0,238,2.0,1.140661908039205,3.1406619080392053,True,D (<1600),Ghost profile high rank
AnanyaSingh456,4650,3,6951,6,1,191,1621,-1,0,0,3.0,0.13972967225531507,3.139729672255315,True,C (1600-1800),Near-zero active time with high score
penguiney,3996,3,6201,3,1,215,1830,202,0,0,3.0,0.1395954941926585,3.1395954941926583,True,B (1800-2000),Near-zero active time with high score
Sushena_Aithal,6774,3,4496,3,1,238,1589,-1,0,0,3.0,0.1388111784984953,3.138811178498495,True,D (<1600),Near-zero active time with high score
futureeng,2002,3,3507,3,3,238,1975,482,0,21,3.0,0.1383984058133609,3.1383984058133607,True,B (1800-2000),Near-zero active time with high score
deepanshujangra23,4100,3,6375,6,1,61,1701,75,0,0,3.0,0.13801247228966568,3.138012472289666,True,C (1600-1800),Near-zero active time with high score
Somnath_0707,3821,3,2727,2,7,56,1634,75,0,42,3.0,0.13783937965551352,3.1378393796555137,True,C (1600-1800),Near-zero active time with high score
supriyasagar___,1217,3,4885,1,1,59,1818,103,0,0,3.0,0.13783066713442632,3.1378306671344265,True,B (1800-2000),Near-zero active time with high score
gautamdutta07,358,4,4137,2,1,206,1561,-234,0,0,3.0,0.13726284465216412,3.137262844652164,True,D (<1600),Near-zero active time with high score
arpitamandal4947,8199,3,5825,2,2,415,1588,44,0,8,3.0,0.13725682400840994,3.1372568240084098,True,D (<1600),Near-zero active time with high score
Vivek_kumar_7,1005,4,6826,5,7,228,1908,388,0,49,3.0,0.13717662292805224,3.1371766229280524,True,B (1800-2000),Near-zero active time with high score
Adithya-Prajeesh,5917,3,3902,0,7,15,1550,33,0,35,3.0,0.13706994747635853,3.1370699474763586,True,D (<1600),Near-zero active time with high score
vivek_verma_07,2977,3,2208,0,3,118,1552,55,0,42,3.0,0.13695327784862668,3.136953277848627,True,D (<1600),Near-zero active time with high score
Daras2366,2732,3,2046,1,6,244,1679,102,1,42,3.0,0.13651429142147437,3.1365142914214745,True,C (1600-1800),Near-zero active time with high score
poorgrammer123,2222,3,3850,1,3,152,1918,323,0,14,3.0,0.13614214047094697,3.136142140470947,True,B (1800-2000),Near-zero active time with high score
SumesYolmo001,5987,3,3938,0,2,6,1559,78,0,7,3.0,0.13602200392114816,3.1360220039211484,True,D (<1600),Near-zero active time with high score
MadScientistt,4328,3,3002,2,6,302,1679,-4,0,28,3.0,0.13597287692272164,3.1359728769227218,True,C (1600-1800),Near-zero active time with high score
nehmeetpatel,1573,3,2145,0,5,323,1912,230,0,14,3.0,0.13582514276977278,3.135825142769773,True,B (1800-2000),Near-zero active time with high score
parvarhatia_26,999,4,5373,1,5,112,1552,64,0,14,3.0,0.1357811294208567,3.135781129420857,True,D (<1600),Near-zero active time with high score
JayendraSingh2006,4256,3,5605,1,3,338,1592,81,0,7,3.0,0.13532159594009074,3.135321595940091,True,D (<1600),Near-zero active time with high score
GLF0Cp7zmx,7796,3,5359,0,2,41,1594,46,0,7,3.0,0.13455831826312284,3.1345583182631227,True,D (<1600),Near-zero active time with high score
saimonish_07,7996,3,5547,2,5,14,1595,72,0,28,3.0,0.13431579646231945,3.1343157964623196,True,D (<1600),Near-zero active time with high score
AmanYadav0909,1612,3,2214,0,3,115,1589,112,0,21,3.0,0.1342084897609272,3.134208489760927,True,D (<1600),Near-zero active time with high score
Kishore2363,1503,3,1984,0,8,87,1625,130,0,49,3.0,0.1339117909959224,3.1339117909959224,True,C (1600-1800),Near-zero active time with high score
sujit_p27,1677,3,2892,2,2,512,1947,168,0,7,3.0,0.1335997785032625,3.1335997785032625,True,B (1800-2000),Near-zero active time with high score
FiendFyre,1579,3,5076,6,1,98,1700,-1,0,0,3.0,0.1334734778491538,3.133473477849154,True,C (1600-1800),Near-zero active time with high score
Abhiram__18,7948,3,5497,2,5,13,1591,68,0,28,3.0,0.13338650967725785,3.133386509677258,True,D (<1600),Near-zero active time with high score
X81joYKoCh,7170,3,4825,2,1,3,1584,-1,0,0,3.0,0.13317394286599946,3.1331739428659993,True,D (<1600),Near-zero active time with high score
hardikk_01,7254,3,4902,2,6,16,1594,90,0,22,3.0,0.13206523545037652,3.1320652354503764,True,D (<1600),Near-zero active time with high score
M2kTTSPCp5,6479,3,4264,5,2,80,1719,27,0,7,3.0,0.13182832046166434,3.1318283204616644,True,C (1600-1800),Near-zero active time with high score
chauhanvaibhav758,6065,3,3996,3,3,1001,1602,25,0,8,3.0,0.1317657089824508,3.1317657089824507,True,C (1600-1800),Near-zero active time with high score
jiyajahnavi,5063,3,3392,3,2,46,1565,-49,0,6,3.0,0.13100003066481322,3.131000030664813,True,D (<1600),Near-zero active time with high score
moun7sh,8436,3,6279,9,3,14,1627,-54,0,42,3.0,0.13059014456861714,3.1305901445686173,True,C (1600-1800),Near-zero active time with high score
interstellar001,2315,3,3969,5,4,262,1886,251,35,28,3.0,0.13012272085336052,3.1301227208533606,True,B (1800-2000),Near-zero active time with high score
subashree_selvaraj,2352,3,4031,3,7,278,2057,561,0,28,3.0,0.12851594516456127,3.1285159451645614,True,A (2000-2200),Near-zero active time with high score
Gnanesh99,1773,3,2550,0,8,194,1707,79,0,36,3.0,0.12827284950920934,3.128272849509209,True,C (1600-1800),Near-zero active time with high score
parvgupta17,2701,3,2029,1,3,95,1683,122,0,8,3.0,0.12743817379568737,3.1274381737956873,True,C (1600-1800),Near-zero active time with high score
dipdzadafiya20,2837,3,4683,4,4,184,1627,119,3,14,3.0,0.12739326332762363,3.127393263327624,True,C (1600-1800),Near-zero active time with high score
PRjtRR5tVu,3990,3,6192,5,1,121,2012,384,0,0,3.0,0.12722969745278231,3.1272296974527825,True,A (2000-2200),Near-zero active time with high score
Andrei_Sa,278,4,2869,0,7,725,1841,202,0,36,3.0,0.1272222781122493,3.1272222781122494,True,B (1800-2000),Near-zero active time with high score
b_k_k_07,2824,3,4668,4,1,95,1694,39,0,0,3.0,0.12674796514221653,3.1267479651422168,True,C (1600-1800),Near-zero active time with high score
utkarsh_anand_10,7081,3,4745,3,4,47,1479,44,0,35,3.0,0.1257727686769971,3.125772768676997,True,D (<1600),Near-zero active time with high score
RohanDN03,3712,3,4977,2,2,61,1698,73,0,0,3.0,0.12514002307826863,3.1251400230782687,True,C (1600-1800),Near-zero active time with high score
KOWSIK-15,5693,3,3764,4,4,11,1704,10,0,21,3.0,0.1250801317778045,3.1250801317778043,True,C (1600-1800),Near-zero active time with high score
prakshityadav,1494,4,8907,13,2,506,1643,153,0,7,3.0,0.12475389670650616,3.124753896706506,True,C (1600-1800),Near-zero active time with high score
soniya_meena,1255,3,5522,1,1,349,1791,78,0,0,3.0,0.12473805161062476,3.124738051610625,True,C (1600-1800),Near-zero active time with high score
Shovit_99,8305,3,5960,2,4,163,1607,61,0,28,3.0,0.12438100235543603,3.124381002355436,True,C (1600-1800),Near-zero active time with high score
Shantanu-Sharma,8779,2,2016,0,1,155,1566,0,0,0,3.0,0.12430884906007372,3.124308849060074,True,D (<1600),Zero rating jump high rating
name-2,4681,3,7671,8,2,277,1620,79,0,7,3.0,0.12399841274430198,3.123998412744302,True,C (1600-1800),Near-zero active time with high score
Dhakshin_K,287,4,2622,2,3,293,1899,42,0,42,3.0,0.12370295277365612,3.123702952773656,True,B (1800-2000),Near-zero active time with high score
N-mahendra123,5851,3,3858,4,3,6,1549,-53,0,14,3.0,0.1235211800851288,3.123521180085129,True,D (<1600),Near-zero active time with high score
Shubham_kumar_025,1775,3,3128,0,4,217,1650,94,0,36,3.0,0.12325455175279293,3.123254551752793,True,C (1600-1800),Near-zero active time with high score
putku,8309,3,5964,2,2,184,1568,47,0,28,3.0,0.12304566188067528,3.1230456618806754,True,D (<1600),Near-zero active time with high score
Tinuraj,5415,3,3597,4,6,179,1583,147,0,21,3.0,0.12282139255201158,3.1228213925520114,True,D (<1600),Near-zero active time with high score
arpitpandeya,3126,3,2289,2,1,242,1651,-1,0,0,3.0,0.12275612233876071,3.1227561223387608,True,C (1600-1800),Near-zero active time with high score
kiranreddy_21,1152,3,3170,4,2,143,1624,83,0,8,3.0,0.12258661501632868,3.1225866150163286,True,C (1600-1800),Near-zero active time with high score
dineshkarthiccs,1361,4,6015,6,3,349,1664,174,0,36,3.0,0.12236621716024226,3.122366217160242,True,C (1600-1800),Near-zero active time with high score
Deevanshik,3354,3,5312,0,1,310,1664,22,12,0,3.0,0.12220195412419896,3.1222019541241988,True,C (1600-1800),Near-zero active time with high score
ThamaraiselvanB,7577,3,5173,1,6,408,1630,87,0,49,3.0,0.12217605249867106,3.1221760524986713,True,C (1600-1800),Near-zero active time with high score
iV5QeTNTTy,8543,3,6759,12,2,170,1565,-4,0,14,3.0,0.12205784895735303,3.122057848957353,True,D (<1600),Near-zero active time with high score
UmarAhmed30,2472,3,3547,4,5,452,1720,80,3,49,3.0,0.12170646169692748,3.1217064616969274,True,C (1600-1800),Near-zero active time with high score
anjali_jain,8231,3,5865,2,18,311,1515,0,0,154,3.0,0.1215584787995087,3.1215584787995088,True,D (<1600),Zero rating jump high rating
trinadh_e3,3032,3,4919,5,7,367,1694,157,37,28,3.0,0.12123093639208538,3.1212309363920854,True,C (1600-1800),Near-zero active time with high score
weixian95,1393,3,1528,0,2,701,1818,101,0,0,3.0,0.1209816579882535,3.1209816579882537,True,B (1800-2000),Near-zero active time with high score
petben73,3207,3,5132,6,4,459,1659,-7,1,22,3.0,0.12069248997796173,3.120692489977962,True,C (1600-1800),Near-zero active time with high score
kkkkkj004,5549,3,3669,0,2,41,1705,98,0,6,3.0,0.12063288556615726,3.1206328855661574,True,C (1600-1800),Near-zero active time with high score
otterbox901,2706,3,4502,1,2,135,1805,237,0,7,3.0,0.12060733242096919,3.120607332420969,True,B (1800-2000),Near-zero active time with high score
Jason6655,6391,3,4209,2,8,414,1670,158,0,49,3.0,0.12018780418275336,3.1201878041827533,True,C (1600-1800),Near-zero active time with high score
bryanhce,8141,2,1602,1,1,852,1574,0,0,0,3.0,0.12002245353410801,3.120022453534108,True,D (<1600),Zero rating jump high rating
atisha_01,4686,3,3199,1,4,168,1609,77,0,42,3.0,0.1191691183487058,3.119169118348706,True,C (1600-1800),Near-zero active time with high score
himanshi0523,4398,3,5831,3,2,385,1597,-29,0,7,3.0,0.11900466639639788,3.119004666396398,True,D (<1600),Near-zero active time with high score
WYNPGSlve0,2950,3,4814,0,10,193,1816,305,0,49,3.0,0.11878215384559887,3.118782153845599,True,B (1800-2000),Near-zero active time with high score
xyron24,2370,3,4058,3,3,119,1911,333,0,14,3.0,0.1187203891283988,3.118720389128399,True,B (1800-2000),Near-zero active time with high score
akash1maurya,247,4,2662,1,3,205,1730,118,9,14,3.0,0.11840856568944183,3.118408565689442,True,C (1600-1800),Near-zero active time with high score
sivap27,3750,3,5774,2,2,592,1870,443,0,7,3.0,0.11688366009443499,3.116883660094435,True,B (1800-2000),Near-zero active time with high score
sujoy_ghosh,3172,3,5094,3,10,269,2189,496,0,42,3.0,0.11645455180100564,3.116454551801006,True,A (2000-2200),Near-zero active time with high score
nW2vGeiKWj,4292,3,2981,0,5,60,1652,220,0,20,3.0,0.11605081056443767,3.116050810564438,True,C (1600-1800),Near-zero active time with high score
prag_07,5089,3,3410,3,3,7,1571,40,0,8,3.0,0.11585845053661045,3.1158584505366105,True,D (<1600),Near-zero active time with high score
lovingdadSwfit,4399,3,3036,0,4,63,1569,27,0,28,3.0,0.11563886979229314,3.115638869792293,True,D (<1600),Near-zero active time with high score
noob2798,6792,2,1168,0,1,2,1590,0,0,0,3.0,0.115316448352011,3.115316448352011,True,D (<1600),Zero rating jump high rating
Nikhil0707_,4243,3,5584,2,7,405,1584,106,0,36,3.0,0.11523226626943582,3.1152322662694356,True,D (<1600),Near-zero active time with high score
superchallenger420,3961,3,6140,4,7,88,1672,25,0,49,3.0,0.11471376080328234,3.114713760803282,True,C (1600-1800),Near-zero active time with high score
_agrim__saraswat_,8811,2,2309,0,1,17,1566,0,0,0,3.0,0.11471365519013382,3.1147136551901338,True,D (<1600),Zero rating jump high rating
FID0mx6iDi,7966,3,5516,1,3,176,1684,81,0,28,3.0,0.11469093703708959,3.1146909370370897,True,C (1600-1800),Near-zero active time with high score
reisen314,5002,3,3359,0,5,70,1796,195,4,28,3.0,0.1142744421749776,3.1142744421749775,True,C (1600-1800),Near-zero active time with high score
Aswinnath_TE,6284,3,4138,1,8,28,1751,63,57,42,3.0,0.11416251046125692,3.1141625104612567,True,C (1600-1800),Near-zero active time with high score
IVIOIST,2284,3,3934,1,3,331,1889,270,0,21,3.0,0.11413763578912237,3.114137635789122,True,B (1800-2000),Near-zero active time with high score
Sampath_Vinayak_Pudi,5845,3,3854,2,7,310,1522,51,0,49,3.0,0.113960695709068,3.113960695709068,True,D (<1600),Near-zero active time with high score
phanikumarkodukulla,1489,4,8250,12,2,242,1624,-81,0,7,3.0,0.11379164059684777,3.1137916405968475,True,C (1600-1800),Near-zero active time with high score
malavikaaaa_,6598,3,4354,4,3,12,1547,72,0,14,3.0,0.11346317589585336,3.1134631758958533,True,D (<1600),Near-zero active time with high score
divyansss,5449,3,3624,2,3,62,1683,65,0,8,3.0,0.11325861357265328,3.113258613572653,True,C (1600-1800),Near-zero active time with high score
zXu1DvOVAP,1481,4,8001,13,3,83,1666,-39,0,14,3.0,0.11323418389457081,3.113234183894571,True,C (1600-1800),Near-zero active time with high score
beelzebub33,5432,2,1310,0,40,630,1627,0,1,512,3.0,0.11316117271672162,3.1131611727167217,True,C (1600-1800),Zero rating jump high rating
nikhil9691,3124,3,5028,3,10,453,1938,417,5,42,3.0,0.11268835711934186,3.112688357119342,True,B (1800-2000),Near-zero active time with high score
chitresh178779,5725,3,3781,3,5,114,1558,24,0,21,3.0,0.1126119142054545,3.1126119142054547,True,D (<1600),Near-zero active time with high score
priyangsukesh,3594,3,2588,3,4,258,1916,85,0,14,3.0,0.11219442896217462,3.112194428962175,True,B (1800-2000),Near-zero active time with high score
Tranduyqaz,1623,3,2747,0,4,131,1684,35,0,21,3.0,0.11196670801822531,3.111966708018225,True,C (1600-1800),Near-zero active time with high score
nk10nikhil,496,4,4728,1,1,161,1468,-306,0,0,3.0,0.11176554738471679,3.111765547384717,True,D (<1600),Near-zero active time with high score
dhwani05,2649,3,4408,1,3,429,1952,383,0,14,3.0,0.11102985477865623,3.111029854778656,True,B (1800-2000),Near-zero active time with high score
Selvamaxy,7174,2,1296,0,1,162,1585,0,0,0,3.0,0.11051464341483619,3.1105146434148363,True,D (<1600),Zero rating jump high rating
archita97,1436,3,2139,0,2,242,1817,401,0,36,3.0,0.11032452208018145,3.1103245220801816,True,B (1800-2000),Near-zero active time with high score
YACHENLIN,3912,3,2775,0,4,680,1723,129,0,42,3.0,0.10969888574607291,3.109698885746073,True,C (1600-1800),Near-zero active time with high score
anit47,4232,3,6785,5,2,253,2274,760,0,8,3.0,0.10933910367772681,3.1093391036777267,True,S (2200+),Near-zero active time with high score
SunilChauhan_1,2266,3,3291,1,4,144,1537,89,0,14,3.0,0.10905228802918726,3.1090522880291873,True,D (<1600),Near-zero active time with high score
goyaladi,1690,3,2375,2,2,409,1667,136,15,7,3.0,0.10899623285539245,3.1089962328553926,True,C (1600-1800),Near-zero active time with high score
3LHtgqpeVh,6459,3,4252,2,1,4,1593,-1,0,0,3.0,0.10889214720632288,3.1088921472063227,True,D (<1600),Near-zero active time with high score
swastikraj619,3810,3,5868,2,1,60,1869,237,0,0,3.0,0.10881654261133897,3.108816542611339,True,B (1800-2000),Near-zero active time with high score
NitikaThakur21,4310,3,5667,5,1,61,1627,-1,0,0,3.0,0.10880464720778682,3.108804647207787,True,C (1600-1800),Near-zero active time with high score
nikhilmulay04,8293,3,5948,3,8,190,1503,55,0,36,3.0,0.10878807779260313,3.108788077792603,True,D (<1600),Near-zero active time with high score
Priyadharshini__rp,1190,3,4342,2,3,486,1809,281,0,49,3.0,0.10873941028277023,3.1087394102827703,True,B (1800-2000),Near-zero active time with high score
2mXm6g2eCj,5818,3,3840,2,2,245,1561,80,0,22,3.0,0.10870537410455625,3.1087053741045563,True,D (<1600),Near-zero active time with high score
Neo1732,2301,3,3955,1,2,360,1773,243,0,35,3.0,0.10849623558467213,3.108496235584672,True,C (1600-1800),Near-zero active time with high score
Nischaya008,97,4,1596,0,6,714,2094,392,0,22,3.0,0.1084918084344775,3.1084918084344775,True,A (2000-2200),Near-zero active time with high score
ridhi1be,4227,3,6766,5,1,532,2220,596,0,0,3.0,0.10819892828180888,3.108198928281809,True,S (2200+),Near-zero active time with high score
Aayushbambal11,8477,3,6444,5,2,225,1633,28,0,7,3.0,0.10806728479448552,3.1080672847944855,True,C (1600-1800),Near-zero active time with high score
vishal-benake,4306,3,7174,6,1,141,1777,155,0,0,3.0,0.10794854657013092,3.107948546570131,True,C (1600-1800),Near-zero active time with high score
yonko_peanuts,1476,3,2308,1,3,329,1873,345,1,14,3.0,0.10745165926078923,3.1074516592607893,True,B (1800-2000),Near-zero active time with high score
NickRuss,6549,3,4308,0,6,1209,1536,53,0,28,3.0,0.10679670748110037,3.1067967074811005,True,D (<1600),Near-zero active time with high score
AnnuJaiswal,6527,3,4292,4,6,11,1553,47,0,28,3.0,0.10670350385742192,3.106703503857422,True,D (<1600),Near-zero active time with high score
PRASANN17,4820,2,916,0,12,242,1547,0,0,134,3.0,0.1064017380009594,3.1064017380009594,True,D (<1600),Zero rating jump high rating
Ymertaliskan,8413,3,6222,5,4,176,1736,132,0,36,3.0,0.10564654403359425,3.1056465440335943,True,C (1600-1800),Near-zero active time with high score
osPuOVZsd1,5086,3,3409,2,3,11,1585,-29,0,14,3.0,0.10549918060294008,3.10549918060294,True,D (<1600),Near-zero active time with high score
Aditya_Bhardwajpy,616,4,3786,3,2,200,1677,-86,-1,7,3.0,0.10548885515772735,3.1054888551577275,True,C (1600-1800),Near-zero active time with high score
balajeeav,537,4,4869,3,6,209,1591,98,0,28,3.0,0.1050207479844772,3.105020747984477,True,D (<1600),Near-zero active time with high score
testaps24,8895,2,3136,1,1,196,1565,0,0,0,3.0,0.10477896078439308,3.104778960784393,True,D (<1600),Zero rating jump high rating
CodeSaint1710,8370,3,6100,3,3,220,1583,136,0,14,3.0,0.10450765732191417,3.104507657321914,True,D (<1600),Near-zero active time with high score
Pradyumn_,4153,3,5464,1,8,490,1712,129,0,36,3.0,0.10436421872987962,3.1043642187298794,True,C (1600-1800),Near-zero active time with high score
znixxx007,3226,3,2354,0,3,95,1635,95,0,14,3.0,0.10430515525409434,3.104305155254094,True,C (1600-1800),Near-zero active time with high score
DPmakesMeCry,4060,3,5358,6,4,91,1689,80,0,36,3.0,0.10425598455661049,3.1042559845566107,True,C (1600-1800),Near-zero active time with high score
suryavashisth,8246,3,5880,6,2,190,1566,-6,2,7,3.0,0.10408893581656509,3.104088935816565,True,D (<1600),Near-zero active time with high score
Shameem_hassan,3362,3,2443,0,12,376,1733,91,0,49,3.0,0.10407880802527444,3.1040788080252746,True,C (1600-1800),Near-zero active time with high score
DgAXzKFPIo,2385,3,4079,1,2,112,1881,243,0,7,3.0,0.10351427138691628,3.103514271386916,True,B (1800-2000),Near-zero active time with high score
vladtrebukhov,8283,3,5937,4,2,304,1647,27,0,14,3.0,0.10350225794780228,3.1035022579478024,True,C (1600-1800),Near-zero active time with high score
Jahnawi_Agrawal,3807,3,2715,2,1,223,1636,-1,0,0,3.0,0.10342637806536305,3.1034263780653633,True,C (1600-1800),Near-zero active time with high score
0kcDnxvcmq,8460,3,6382,6,4,226,1526,7,0,21,3.0,0.10309254934132508,3.103092549341325,True,D (<1600),Near-zero active time with high score
Patchipulusu_Meenakshi,5825,3,3845,4,3,66,1559,73,0,21,3.0,0.10169339186156234,3.1016933918615623,True,D (<1600),Near-zero active time with high score
yashaswininoole,7671,3,5254,1,6,25,1529,97,0,42,3.0,0.10142657583523554,3.1014265758352355,True,D (<1600),Near-zero active time with high score
7EnPBikRh8,1001,4,4918,0,7,68,1688,233,0,42,3.0,0.10109936861571042,3.1010993686157104,True,C (1600-1800),Near-zero active time with high score
rySAMDd42S,1471,4,7455,10,3,118,1747,221,0,14,3.0,0.10084668392608365,3.1008466839260835,True,C (1600-1800),Near-zero active time with high score
deypratish69,4669,3,3188,1,6,259,1752,67,0,42,3.0,0.10079446710699633,3.1007944671069962,True,C (1600-1800),Near-zero active time with high score
shubhamskadam89,2171,3,3186,0,3,245,1671,216,0,14,3.0,0.10067847172016271,3.1006784717201628,True,C (1600-1800),Near-zero active time with high score
angshuman-511,1879,3,3321,2,4,118,1715,94,0,14,3.0,0.10029635410401253,3.1002963541040125,True,C (1600-1800),Near-zero active time with high score
pranjal01012002,6262,3,4119,3,2,52,1598,2,0,6,3.0,0.10009024848426186,3.100090248484262,True,D (<1600),Near-zero active time with high score
pulkitjaincse,1351,3,1607,0,1,66,1894,186,57,0,3.0,0.10000127515594986,3.10000127515595,True,B (1800-2000),Near-zero active time with high score
akshitha_aksh,2230,3,1642,0,3,136,1679,116,0,22,3.0,0.09964898349092707,3.099648983490927,True,C (1600-1800),Near-zero active time with high score
Nithisha_S,1108,4,8978,13,3,203,1668,254,0,42,3.0,0.09963972732709975,3.0996397273270997,True,C (1600-1800),Near-zero active time with high score
Kavya5002,6218,3,4096,0,3,16,1520,106,0,42,3.0,0.09910515235704184,3.099105152357042,True,D (<1600),Near-zero active time with high score
Khushal_codesX,2167,3,3182,2,3,195,1764,93,0,7,3.0,0.09905641171515345,3.0990564117151536,True,C (1600-1800),Near-zero active time with high score
imkartikrai,3395,3,4624,0,5,52,1868,233,0,28,3.0,0.09895432089965238,3.098954320899652,True,B (1800-2000),Near-zero active time with high score
Pranathi745,3799,3,5075,0,8,90,1617,49,0,42,3.0,0.09879548110453956,3.0987954811045397,True,C (1600-1800),Near-zero active time with high score
satyamshivhare85,7624,3,5213,6,3,383,1467,-112,0,14,3.0,0.09850877882377188,3.098508778823772,True,D (<1600),Near-zero active time with high score
srivathsavm,1884,3,2737,2,4,109,1765,63,0,14,3.0,0.09843041929226909,3.098430419292269,True,C (1600-1800),Near-zero active time with high score
